recomb_multiplier	k_adapt	gamma_shape	replicate	seed
2	10000	0.2	127	1956948095537202200
2	10000	0.4	127	72109113093774510
4	1000	0.1	127	321520025185803e3
4	1000	0.2	127	575236790579579400
4	1000	0.4	127	263142781943235870
4	10000	0.1	127	776105234052231200
4	10000	0.2	127	302952333745034e3
4	10000	0.4	127	998790686089725700
0.5	1000	0.1	128	1220859648053858800
0.5	1000	0.2	128	221194172435436e4
0.5	1000	0.4	128	1264797069824884e3
0.5	10000	0.1	128	1613769136184244200
0.5	10000	0.2	128	268962691567445800
0.5	10000	0.4	128	45659962635447250
1	1000	0.1	128	1822494918914008600
1	1000	0.2	128	750998386720782100
1	1000	0.4	128	937814416657455900
1	10000	0.1	128	1679569319916659500
1	10000	0.2	128	182385532180483300
1	10000	0.4	128	2278901651255347e3
2	1000	0.1	128	2252217252595914e3
2	1000	0.2	128	1853364452474201600
2	1000	0.4	128	49970271019941304
2	10000	0.1	128	1062182609406566100
2	10000	0.2	128	702986082129777900
2	10000	0.4	128	9.0491027636018394e+17
4	1000	0.1	128	1113407508688587500
4	1000	0.2	128	431861261581834500
4	1000	0.4	128	1177167808496520700
4	10000	0.1	128	899281508806358400
4	10000	0.2	128	1391254937690908e3
4	10000	0.4	128	1305242851941384200
0.5	1000	0.1	129	113658175632819070
0.5	1000	0.2	129	809683709498392800
0.5	1000	0.4	129	802911591641226800
0.5	10000	0.1	129	1262359615728675800
0.5	10000	0.2	129	2210609234100622300
0.5	10000	0.4	129	2238726398805101e3
1	1000	0.1	129	1954670455359565800
1	1000	0.2	129	729072766951921300
1	1000	0.4	129	2181008258377900800
1	10000	0.1	129	1513700607690363400
1	10000	0.2	129	1872936561118365400
1	10000	0.4	129	1746712717786023e3
2	1000	0.1	129	510880288468238140
2	1000	0.2	129	468216903003845e3
2	1000	0.4	129	1846630976119995100
2	10000	0.1	129	1229952885520779e3
2	10000	0.2	129	2206103173643972600
2	10000	0.4	129	169495036681135420
4	1000	0.1	129	2069979896955996400
4	1000	0.2	129	1317369112083022800
4	1000	0.4	129	1270649036150191600
4	10000	0.1	129	2282669455531823e3
4	10000	0.2	129	1614924232413660700
4	10000	0.4	129	499967947293187840
0.5	1000	0.1	130	1051601633705721700
0.5	1000	0.2	130	459677524144942460
0.5	1000	0.4	130	901713207331438500
0.5	10000	0.1	130	453186018928104450
0.5	10000	0.2	130	417054772066110500
0.5	10000	0.4	130	249375495156244480
1	1000	0.1	130	1007894733038576600
1	1000	0.2	130	1647537892717178600
1	1000	0.4	130	1207597946585339600
1	10000	0.1	130	1088683313367175800
1	10000	0.2	130	692064859317655200
1	10000	0.4	130	1398889650708814800
2	1000	0.1	130	344607360187375740
2	1000	0.2	130	2557250824347824
2	1000	0.4	130	118769587730001570
2	10000	0.1	130	1072240279087791600
2	10000	0.2	130	759813889858672e3
2	10000	0.4	130	75094544723682960
4	1000	0.1	130	387321316508246400
4	1000	0.2	130	780848080075166500
4	1000	0.4	130	187725372861537e4
4	10000	0.1	130	1253385810422072600
4	10000	0.2	130	809432725913149200
4	10000	0.4	130	1055824056922691300
0.5	1000	0.1	131	220752379513021950
0.5	1000	0.2	131	1.7946243514881761e+18
0.5	1000	0.4	131	1085282476730746900
0.5	10000	0.1	131	252552605584296540
0.5	10000	0.2	131	829073223193834900
0.5	10000	0.4	131	174195282965601440
1	1000	0.1	131	222090683874459800
1	1000	0.2	131	1454475756719545300
1	1000	0.4	131	1302018128267195600
1	10000	0.1	131	1231133510666991e3
1	10000	0.2	131	486678763731280400
1	10000	0.4	131	2113244454807219200
2	1000	0.1	131	1421482099987696600
2	1000	0.2	131	776187644696280300
2	1000	0.4	131	1772240691242851300
2	10000	0.1	131	2186013872903003e3
2	10000	0.2	131	1088356444273295900
2	10000	0.4	131	838130114314546600
4	1000	0.1	131	2058674709225898e3
4	1000	0.2	131	600150611864886900
4	1000	0.4	131	1255115428050046500
4	10000	0.1	131	1472893645174356e3
4	10000	0.2	131	767725109187765200
4	10000	0.4	131	969726298852455600
0.5	1000	0.1	132	922881135951883400
0.5	1000	0.2	132	1068600478522805900
0.5	1000	0.4	132	4.4099061335036397e+17
0.5	10000	0.1	132	994751130149674e3
0.5	10000	0.2	132	628235079460861800
0.5	10000	0.4	132	264941662654580130
1	1000	0.1	132	2243763535071238100
1	1000	0.2	132	1585883752400455700
1	1000	0.4	132	1659197718712328200
1	10000	0.1	132	2192914394345666800
1	10000	0.2	132	1673822042704427800
1	10000	0.4	132	714200370419828e3
2	1000	0.1	132	958847111437957100
2	1000	0.2	132	2047072339114754e3
2	1000	0.4	132	2104359616062517500
2	10000	0.1	132	2258558354901000200
2	10000	0.2	132	115517194572729580
2	10000	0.4	132	494438099381536060
4	1000	0.1	132	393048785495627460
4	1000	0.2	132	1434797165824441600
4	1000	0.4	132	825689841976218500
4	10000	0.1	132	2039546299668208400
4	10000	0.2	132	1716667616447821e3
4	10000	0.4	132	14103071322289e5
0.5	1000	0.1	133	1776046847850655e3
0.5	1000	0.2	133	303463196369356900
0.5	1000	0.4	133	64975376001105570
0.5	10000	0.1	133	1122402369432335600
0.5	10000	0.2	133	2101752765798717e3
0.5	10000	0.4	133	317655127649419100
1	1000	0.1	133	1.9446286045796961e+18
1	1000	0.2	133	836150328777893100
1	1000	0.4	133	1369717607531911200
1	10000	0.1	133	1384097062568298200
1	10000	0.2	133	8079287020341171
1	10000	0.4	133	1215530613480139300
2	1000	0.1	133	1474608284238669300
2	1000	0.2	133	1388039406179184400
2	1000	0.4	133	1784983917958892e3
2	10000	0.1	133	925240553192952600
2	10000	0.2	133	1555900481539564800
2	10000	0.4	133	1849949986319135700
4	1000	0.1	133	1867653622750964500
4	1000	0.2	133	2122688156076842500
4	1000	0.4	133	574809123082132860
4	10000	0.1	133	1260469946515453400
4	10000	0.2	133	1337842932521649e3
4	10000	0.4	133	2241569515113068e3
0.5	1000	0.1	134	4.8453930023341517e+17
0.5	1000	0.2	134	733450554490803e3
0.5	1000	0.4	134	724398265156863700
0.5	10000	0.1	134	1681763280169620500
0.5	10000	0.2	134	4.2023090276240717e+17
0.5	10000	0.4	134	194822302385261570
1	1000	0.1	134	1807025757608930300
1	1000	0.2	134	2157642927260479e3
1	1000	0.4	134	2109701216183047700
1	10000	0.1	134	60796856317215790
1	10000	0.2	134	535450340155465860
1	10000	0.4	134	504510559611336450
2	1000	0.1	134	1721844621654467800
2	1000	0.2	134	912654723542129400
2	1000	0.4	134	1737557904843206400
2	10000	0.1	134	1428316912296166100
2	10000	0.2	134	576894232370604900
2	10000	0.4	134	711466621528655200
4	1000	0.1	134	2184648857093659100
4	1000	0.2	134	1307711159506105900
4	1000	0.4	134	1466533677671376400
4	10000	0.1	134	2006898628467363300
4	10000	0.2	134	2291708733999691300
4	10000	0.4	134	95145842882382080
0.5	1000	0.1	135	1691118386050550800
0.5	1000	0.2	135	769598551401458200
0.5	1000	0.4	135	523962769164169860
0.5	10000	0.1	135	2111679148643261e3
0.5	10000	0.2	135	267554038217287460
0.5	10000	0.4	135	1169272525092374800
1	1000	0.1	135	2026814354026571500
1	1000	0.2	135	2093554322440489500
1	1000	0.4	135	1555882342513208600
1	10000	0.1	135	103101048618801820
1	10000	0.2	135	2038291606837670400
1	10000	0.4	135	1718880170394098700
2	1000	0.1	135	657732899314551e3
2	1000	0.2	135	1758720793146519e3
2	1000	0.4	135	1735044349246003e3
2	10000	0.1	135	742603049566285700
2	10000	0.2	135	1736054577358748200
2	10000	0.4	135	588664897321205200
4	1000	0.1	135	1711188929085256700
4	1000	0.2	135	333777950317834500
4	1000	0.4	135	1510037198816057600
4	10000	0.1	135	480067058572353300
4	10000	0.2	135	883684999251773600
4	10000	0.4	135	44988450462971624
0.5	1000	0.1	136	1675247619060214800
0.5	1000	0.2	136	1621322767088474e3
0.5	1000	0.4	136	1435959608288156200
0.5	10000	0.1	136	2290167295678476300
0.5	10000	0.2	136	991007677695429600
0.5	10000	0.4	136	800759893042812800
1	1000	0.1	136	1953111988234982100
1	1000	0.2	136	1276880261380502500
1	1000	0.4	136	1.2170259074902881e+18
1	10000	0.1	136	225613112683057e4
1	10000	0.2	136	954715574432870700
1	10000	0.4	136	1482328284643455500
2	1000	0.1	136	454519023280150500
2	1000	0.2	136	199385829336433630
2	1000	0.4	136	1454676707420155400
2	10000	0.1	136	1438196102297564e3
2	10000	0.2	136	2039871775613192e3
2	10000	0.4	136	1850826381000616e3
4	1000	0.1	136	1264685665692974300
4	1000	0.2	136	1425790073399821300
4	1000	0.4	136	851452825230550400
4	10000	0.1	136	1081262862039336200
4	10000	0.2	136	1305326699910305500
4	10000	0.4	136	1281185985121992200
0.5	1000	0.1	137	2208398760518035500
0.5	1000	0.2	137	2270571712936972300
0.5	1000	0.4	137	2230522726875886e3
0.5	10000	0.1	137	1237030548899604200
0.5	10000	0.2	137	194420685196156260
0.5	10000	0.4	137	359723403792799360
1	1000	0.1	137	650236715511162400
1	1000	0.2	137	356218065962385100
1	1000	0.4	137	1022312046782648600
1	10000	0.1	137	1118680734733053700
1	10000	0.2	137	225800129935428670
1	10000	0.4	137	40210337838159050
2	1000	0.1	137	1720811099432279e3
2	1000	0.2	137	1145692786660591200
2	1000	0.4	137	1983521035858459e3
2	10000	0.1	137	1154019317290071e3
2	10000	0.2	137	121104283257887e4
2	10000	0.4	137	195181717893725950
4	1000	0.1	137	759734872841530100
4	1000	0.2	137	1398711147063735800
4	1000	0.4	137	1882425023031185400
4	10000	0.1	137	1.9440103696316959e+18
4	10000	0.2	137	1174655922291021e3
4	10000	0.4	137	2173305424684349200
0.5	1000	0.1	138	1922220664749511700
0.5	1000	0.2	138	1988032575014407700
0.5	1000	0.4	138	246092750594200960
0.5	10000	0.1	138	1515727810976837400
0.5	10000	0.2	138	1020461007465591e3
0.5	10000	0.4	138	2167920967071132e3
1	1000	0.1	138	1566462150265586200
1	1000	0.2	138	1320228264951992800
1	1000	0.4	138	510999498968219140
1	10000	0.1	138	812752716392585e3
1	10000	0.2	138	215651455494426080
1	10000	0.4	138	820425537813817700
2	1000	0.1	138	1994868896409284e3
2	1000	0.2	138	783803647156073e3
2	1000	0.4	138	1350446936112174600
2	10000	0.1	138	352071150208669250
2	10000	0.2	138	310116081329330240
2	10000	0.4	138	100366101966860300
4	1000	0.1	138	481214424268086660
4	1000	0.2	138	829634021762804900
4	1000	0.4	138	1954859831608354600
4	10000	0.1	138	332390868864363200
4	10000	0.2	138	1554179389635448600
4	10000	0.4	138	108538140357218460
0.5	1000	0.1	139	1237061681853659600
0.5	1000	0.2	139	626957205626759400
0.5	1000	0.4	139	231588126271411500
0.5	10000	0.1	139	127659466120076910
0.5	10000	0.2	139	1399580401227666200
0.5	10000	0.4	139	1038879186674650600
1	1000	0.1	139	1953348470972516e3
1	1000	0.2	139	104160042419301700
1	1000	0.4	139	8.7951856813077606e+17
1	10000	0.1	139	1509675290161755e3
1	10000	0.2	139	1247262958698586400
1	10000	0.4	139	1747169781475932700
2	1000	0.1	139	532867173239761150
2	1000	0.2	139	1973218907366182700
2	1000	0.4	139	1204727083967904800
2	10000	0.1	139	2009367502688322800
2	10000	0.2	139	330468045449963840
2	10000	0.4	139	2042363809079326500
4	1000	0.1	139	1122750779864123500
4	1000	0.2	139	1405770845545078e3
4	1000	0.4	139	2285674195827638e3
4	10000	0.1	139	2258406960113235200
4	10000	0.2	139	613742391090818e3
4	10000	0.4	139	1642161093392722200
0.5	1000	0.1	140	1438863945551907e3
0.5	1000	0.2	140	1697661534944668400
0.5	1000	0.4	140	1784997816114739e3
0.5	10000	0.1	140	1868337335119506e3
0.5	10000	0.2	140	2078773532693127400
0.5	10000	0.4	140	1778079789240870700
1	1000	0.1	140	1553054004875951600
1	1000	0.2	140	1078296069155160600
1	1000	0.4	140	1923931569663805700
1	10000	0.1	140	1564939569926205400
1	10000	0.2	140	384078646827005950
1	10000	0.4	140	1122339319737601500
2	1000	0.1	140	2028105340944949200
2	1000	0.2	140	1054526072623700200
2	1000	0.4	140	331253783887857900
2	10000	0.1	140	1028382703967809800
2	10000	0.2	140	1179638380847631e3
2	10000	0.4	140	13429985996312088
4	1000	0.1	140	323858021891433e3
4	1000	0.2	140	714903932885240600
4	1000	0.4	140	2108338821738467300
4	10000	0.1	140	1091154310584755700
4	10000	0.2	140	1916331759176855300
4	10000	0.4	140	65321541335615590
0.5	1000	0.1	141	1745595697215180500
0.5	1000	0.2	141	1948580841076565800
0.5	1000	0.4	141	1827333977592734700
0.5	10000	0.1	141	1788364149048274e3
0.5	10000	0.2	141	55481235284489976
0.5	10000	0.4	141	1295684105862135600
1	1000	0.1	141	1780260106254797800
1	1000	0.2	141	1439085039009598e3
1	1000	0.4	141	335652038172047040
1	10000	0.1	141	449997755796897200
1	10000	0.2	141	2129876462176917
1	10000	0.4	141	1385652458446442800
2	1000	0.1	141	1550965592108796e3
2	1000	0.2	141	5.2468126611774483e+17
2	1000	0.4	141	42464723708421104
2	10000	0.1	141	791252456408144800
2	10000	0.2	141	23053460573630592
2	10000	0.4	141	3.7534244672212717e+17
4	1000	0.1	141	1241135549776566800
4	1000	0.2	141	197293109552431680
4	1000	0.4	141	75042274114824930
4	10000	0.1	141	145418997672689e4
4	10000	0.2	141	270999871599771680
4	10000	0.4	141	697782075606267300
0.5	1000	0.1	142	1468977961759385600
0.5	1000	0.2	142	19802207034625248
0.5	1000	0.4	142	86989164252647008
0.5	10000	0.1	142	302595991964987600
0.5	10000	0.2	142	395380932372715600
0.5	10000	0.4	142	2072666668940578800
1	1000	0.1	142	1496183305267839700
1	1000	0.2	142	1139495498707898600
1	1000	0.4	142	38205811958365656
1	10000	0.1	142	71865386395427144
1	10000	0.2	142	1572767897799021e3
1	10000	0.4	142	450223202703195840
2	1000	0.1	142	842851373876271700
2	1000	0.2	142	420704096927205300
2	1000	0.4	142	2303390222692435e3
2	10000	0.1	142	984649870687117300
2	10000	0.2	142	2294909294948838100
2	10000	0.4	142	661894332302320900
4	1000	0.1	142	397763815614977660
4	1000	0.2	142	439218234004273600
4	1000	0.4	142	1786293485375044900
4	10000	0.1	142	745090967543959e3
4	10000	0.2	142	444065307802387300
4	10000	0.4	142	1204792372325395200
0.5	1000	0.1	143	258080628924695420
0.5	1000	0.2	143	1637515655777714700
0.5	1000	0.4	143	570403877095773900
0.5	10000	0.1	143	830805262245392300
0.5	10000	0.2	143	320324129030887300
0.5	10000	0.4	143	1466509530864027100
1	1000	0.1	143	1956022324751516700
1	1000	0.2	143	1819628466356653800
1	1000	0.4	143	78714441537049808
1	10000	0.1	143	50987903869823816
1	10000	0.2	143	1011677579344035300
1	10000	0.4	143	643090736929303300
2	1000	0.1	143	2125646106416943600
2	1000	0.2	143	2139038409363702300
2	1000	0.4	143	1.2696341531795899e+17
2	10000	0.1	143	1385814758010200600
2	10000	0.2	143	926177258407525900
2	10000	0.4	143	407115251509313660
4	1000	0.1	143	1166514839817730600
4	1000	0.2	143	1694386215263646700
4	1000	0.4	143	1389103657907654e3
4	10000	0.1	143	320215911717893500
4	10000	0.2	143	232158481076693380
4	10000	0.4	143	1245890633048491300
0.5	1000	0.1	144	1031170192175964300
0.5	1000	0.2	144	1601965918188362500
0.5	1000	0.4	144	1437653843007339800
0.5	10000	0.1	144	781278762819052200
0.5	10000	0.2	144	1910864680967579100
0.5	10000	0.4	144	702966611735133400
1	1000	0.1	144	295102389976629300
1	1000	0.2	144	365936125954411650
1	1000	0.4	144	625516698586443600
1	10000	0.1	144	161532019886027e4
1	10000	0.2	144	2095423139508830200
1	10000	0.4	144	1813036254193352e3
2	1000	0.1	144	1963946477487414300
2	1000	0.2	144	2112454874582291e3
2	1000	0.4	144	718630821749460500
2	10000	0.1	144	316587188301008640
2	10000	0.2	144	1690082493692699600
2	10000	0.4	144	613909389465048400
4	1000	0.1	144	1008935198123751e3
4	1000	0.2	144	1924458982347209e3
4	1000	0.4	144	1451192949231134200
4	10000	0.1	144	1955154704837726200
4	10000	0.2	144	1922538031687785e3
4	10000	0.4	144	56348653422220830
0.5	1000	0.1	145	921647675349600900
0.5	1000	0.2	145	285873898345638530
0.5	1000	0.4	145	936370834622557700
0.5	10000	0.1	145	1226793738227017700
0.5	10000	0.2	145	848150041367266400
0.5	10000	0.4	145	2050914015271312600
1	1000	0.1	145	547888412467394560
1	1000	0.2	145	2238174258819321900
1	1000	0.4	145	1181636631953960400
1	10000	0.1	145	845313908508722400
1	10000	0.2	145	691558058813185300
1	10000	0.4	145	2066656101271703600
2	1000	0.1	145	212972665277021700
2	1000	0.2	145	2196539905956318700
2	1000	0.4	145	499763791121215900
2	10000	0.1	145	1602062377979707e3
2	10000	0.2	145	1964494268470772500
2	10000	0.4	145	2192596264917618200
4	1000	0.1	145	1941106690258303500
4	1000	0.2	145	1994939976758624300
4	1000	0.4	145	345376497114498940
4	10000	0.1	145	767990612804542e3
4	10000	0.2	145	905465208501329e3
4	10000	0.4	145	2298872172038145500
0.5	1000	0.1	146	1760629911624225500
0.5	1000	0.2	146	415562576244748200
0.5	1000	0.4	146	1992482726005430300
0.5	10000	0.1	146	2268935325929327e3
0.5	10000	0.2	146	1895423959824368600
0.5	10000	0.4	146	690147598699710100
1	1000	0.1	146	1065974095878858500
1	1000	0.2	146	856926556509361400
1	1000	0.4	146	1769524159367852e3
1	10000	0.1	146	2301937058934478300
1	10000	0.2	146	2202631194041089e3
1	10000	0.4	146	2091167075433351700
2	1000	0.1	146	1245621721293080300
2	1000	0.2	146	513354868571695900
2	1000	0.4	146	264996838626098700
2	10000	0.1	146	1517746604332046e3
2	10000	0.2	146	486902122281916400
2	10000	0.4	146	863245939088008800
4	1000	0.1	146	1427429310451851300
4	1000	0.2	146	63896459662787120
4	1000	0.4	146	394857946511848450
4	10000	0.1	146	683113504706051700
4	10000	0.2	146	1421651222969653800
4	10000	0.4	146	1913892671804508e3
0.5	1000	0.1	147	356429116745769600
0.5	1000	0.2	147	444703617588765500
0.5	1000	0.4	147	1183847564449892900
0.5	10000	0.1	147	169408764027206850
0.5	10000	0.2	147	1251337840864939e3
0.5	10000	0.4	147	1824166542353098500
1	1000	0.1	147	728910219809337200
1	1000	0.2	147	843649107097091700
1	1000	0.4	147	1301306172390147800
1	10000	0.1	147	764146530349483600
1	10000	0.2	147	158138915209891680
1	10000	0.4	147	1610007832386823200
2	1000	0.1	147	180560008638441e4
2	1000	0.2	147	238696635018406940
2	1000	0.4	147	853560880250191900
2	10000	0.1	147	2075735170440113700
2	10000	0.2	147	398548970517986560
2	10000	0.4	147	1791007995006385700
4	1000	0.1	147	1673970569632905700
4	1000	0.2	147	189278205878232e3
4	1000	0.4	147	1030794589049001e3
4	10000	0.1	147	8.5268838789829606e+17
4	10000	0.2	147	1560323490977721600
4	10000	0.4	147	201864952310653400
0.5	1000	0.1	148	1107589582672753400
0.5	1000	0.2	148	1841312546895489500
0.5	1000	0.4	148	956651816344918500
0.5	10000	0.1	148	1213267526271024400
0.5	10000	0.2	148	755482991934124400
0.5	10000	0.4	148	694688466824764700
1	1000	0.1	148	932916556368802800
1	1000	0.2	148	1256253831747208700
1	1000	0.4	148	2192085972837736e3
1	10000	0.1	148	86435614265466e4
1	10000	0.2	148	1541829201039939e3
1	10000	0.4	148	998105017013950100
2	1000	0.1	148	365262772928331100
2	1000	0.2	148	764779712811660700
2	1000	0.4	148	463787499477662200
2	10000	0.1	148	999000145711173100
2	10000	0.2	148	63383982088385590
2	10000	0.4	148	1194364957695772700
4	1000	0.1	148	755814897297650300
4	1000	0.2	148	1685773927411556900
4	1000	0.4	148	973402917331059500
4	10000	0.1	148	94094434270866910
4	10000	0.2	148	706824760784316800
4	10000	0.4	148	2152807251603890200
0.5	1000	0.1	149	865245729119040100
0.5	1000	0.2	149	612121182515260800
0.5	1000	0.4	149	1209781945650507500
0.5	10000	0.1	149	806129539981627500
0.5	10000	0.2	149	1785011465765524700
0.5	10000	0.4	149	1133781989481095200
1	1000	0.1	149	856891047794839300
1	1000	0.2	149	987938903783188200
1	1000	0.4	149	772976537300037600
1	10000	0.1	149	1259587218380475400
1	10000	0.2	149	241175978133257860
1	10000	0.4	149	1558992455173228800
2	1000	0.1	149	703633929756933500
2	1000	0.2	149	913681925149327100
2	1000	0.4	149	2218021447424428e3
2	10000	0.1	149	1872162718203139600
2	10000	0.2	149	188620126868083e4
2	10000	0.4	149	1246621271149283300
4	1000	0.1	149	1241574633279756500
4	1000	0.2	149	1307631673970971100
4	1000	0.4	149	132627714949123e4
4	10000	0.1	149	380486270907517440
4	10000	0.2	149	402999201667627700
4	10000	0.4	149	713714688106215800
0.5	1000	0.1	150	855280899206385700
0.5	1000	0.2	150	341746109005147460
0.5	1000	0.4	150	2206359110188605200
0.5	10000	0.1	150	1316353162792421400
0.5	10000	0.2	150	58942293609005760
0.5	10000	0.4	150	506417557013283840
1	1000	0.1	150	1780090990640349400
1	1000	0.2	150	438661934325985860
1	1000	0.4	150	843464219316325900
1	10000	0.1	150	1983442470629332e3
1	10000	0.2	150	853557524909899400
1	10000	0.4	150	1205694010085545700
2	1000	0.1	150	729997134047397200
2	1000	0.2	150	1428315981913977900
2	1000	0.4	150	968241179765840100
